filename,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class_id,class_name,is_test
04168.jpg,44,148,537,369,159,Mazda Tribute SUV 2011,0
04169.jpg,10,41,289,174,128,Honda Accord Coupe 2012,0
04170.jpg,29,181,582,398,85,Dodge Caravan Minivan 1997,0
04171.jpg,116,159,788,530,32,BMW X5 SUV 2007,0
04172.jpg,145,97,880,638,164,Mercedes-Benz E-Class Sedan 2012,0
04173.jpg,161,54,1061,642,173,Porsche Panamera Sedan 2012,0
04174.jpg,34,52,226,157,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,0
04175.jpg,36,47,611,463,76,Chrysler Aspen SUV 2009,0
04176.jpg,218,500,1375,1061,18,Audi 100 Wagon 1994,0
04177.jpg,42,150,415,348,161,Mercedes-Benz 300-Class Convertible 1993,0
04178.jpg,89,120,562,316,182,Suzuki Kizashi Sedan 2012,0
04179.jpg,78,99,573,404,108,Ford Freestar Minivan 2007,0
04180.jpg,96,151,599,449,65,Chevrolet Avalanche Crew Cab 2012,0
04181.jpg,110,108,536,265,177,Rolls-Royce Phantom Sedan 2012,0
04182.jpg,72,267,2602,1813,58,Chevrolet Traverse SUV 2012,0
04183.jpg,16,109,981,694,170,Nissan Juke Hatchback 2012,0
04184.jpg,1,1,240,99,125,HUMMER H2 SUT Crew Cab 2009,0
04185.jpg,41,84,583,414,178,Scion xD Hatchback 2012,0
04186.jpg,37,216,746,502,8,Aston Martin V8 Vantage Convertible 2012,0
04187.jpg,99,120,588,415,74,Chevrolet Silverado 1500 Extended Cab 2012,0
04188.jpg,34,112,961,686,121,GMC Acadia SUV 2012,0
04189.jpg,95,179,595,362,64,Chevrolet Express Cargo Van 2007,0
04190.jpg,16,102,621,423,10,Aston Martin Virage Convertible 2012,0
04191.jpg,43,104,550,299,16,Audi V8 Sedan 1994,0
04192.jpg,173,62,546,349,102,Ferrari California Convertible 2012,0
04193.jpg,91,53,579,325,149,Jeep Compass SUV 2012,0
04194.jpg,16,25,638,466,78,Chrysler Town and Country Minivan 2012,0
04195.jpg,27,154,605,355,20,Audi S6 Sedan 2011,0
04196.jpg,117,323,972,794,164,Mercedes-Benz E-Class Sedan 2012,0
04197.jpg,34,46,563,374,8,Aston Martin V8 Vantage Convertible 2012,0
04198.jpg,209,290,875,590,130,Hyundai Veloster Hatchback 2012,0
04199.jpg,8,15,256,178,109,Ford Expedition EL SUV 2009,0
04200.jpg,16,62,243,161,118,GMC Terrain SUV 2012,0
04201.jpg,153,67,561,435,61,Chevrolet Impala Sedan 2007,0
04202.jpg,56,117,474,266,141,Infiniti G Coupe IPL 2012,0
04203.jpg,3,79,239,179,143,Isuzu Ascender SUV 2008,0
04204.jpg,27,73,635,425,80,Chrysler Crossfire Convertible 2008,0
04205.jpg,4,2,265,182,31,BMW 6 Series Convertible 2007,0
04206.jpg,21,172,666,519,172,Plymouth Neon Coupe 1999,0
04207.jpg,17,13,313,226,106,Ford F-450 Super Duty Crew Cab 2012,0
04208.jpg,81,1,447,275,65,Chevrolet Avalanche Crew Cab 2012,0
04209.jpg,107,562,1913,1203,96,Dodge Charger Sedan 2012,0
04210.jpg,56,114,338,323,180,Spyker C8 Coupe 2009,0
04211.jpg,80,141,988,640,96,Dodge Charger Sedan 2012,0
04212.jpg,1,7,270,183,65,Chevrolet Avalanche Crew Cab 2012,0
04213.jpg,8,45,298,145,119,GMC Savana Van 2012,0
04214.jpg,23,63,227,165,119,GMC Savana Van 2012,0
04215.jpg,36,141,558,363,194,Volvo 240 Sedan 1993,0
04216.jpg,30,81,274,163,8,Aston Martin V8 Vantage Convertible 2012,0
04217.jpg,209,167,777,380,144,Jaguar XK XKR 2012,0
04218.jpg,43,117,561,278,59,Chevrolet Camaro Convertible 2012,0
04219.jpg,34,108,595,410,166,Mercedes-Benz Sprinter Van 2012,0
04220.jpg,111,31,554,305,146,Jeep Wrangler SUV 2012,0
04221.jpg,17,30,247,185,73,Chevrolet Malibu Sedan 2007,0
04222.jpg,17,67,307,236,121,GMC Acadia SUV 2012,0
04223.jpg,18,33,437,287,124,HUMMER H3T Crew Cab 2010,0
04224.jpg,17,152,476,367,6,Acura Integra Type R 2001,0
04225.jpg,8,139,605,431,88,Dodge Sprinter Cargo Van 2009,0
04226.jpg,51,77,2462,1622,145,Jeep Patriot SUV 2012,0
04227.jpg,34,38,276,182,77,Chrysler Sebring Convertible 2010,0
04228.jpg,11,47,270,155,181,Suzuki Aerio Sedan 2007,0
04229.jpg,124,75,1069,673,168,Nissan Leaf Hatchback 2012,0
04230.jpg,2,33,778,333,107,Ford Mustang Convertible 2007,0
04231.jpg,14,28,605,489,179,Spyker C8 Convertible 2009,0
04232.jpg,105,99,579,354,102,Ferrari California Convertible 2012,0
04233.jpg,96,66,453,392,116,Ford E-Series Wagon Van 2012,0
04234.jpg,1,103,456,266,74,Chevrolet Silverado 1500 Extended Cab 2012,0
04235.jpg,23,65,637,307,116,Ford E-Series Wagon Van 2012,0
04236.jpg,29,160,668,353,107,Ford Mustang Convertible 2007,0
04237.jpg,143,99,1966,1497,20,Audi S6 Sedan 2011,0
04238.jpg,48,100,446,289,81,Chrysler PT Cruiser Convertible 2008,0
04239.jpg,84,38,585,429,118,GMC Terrain SUV 2012,0
04240.jpg,18,177,778,522,191,Volkswagen Golf Hatchback 1991,0
04241.jpg,58,140,1209,670,15,Audi R8 Coupe 2012,0
04242.jpg,349,88,2212,1429,147,Jeep Liberty SUV 2012,0
04243.jpg,66,128,617,379,43,Bentley Continental GT Coupe 2007,0
04244.jpg,139,172,690,431,2,Acura RL Sedan 2012,0
04245.jpg,23,89,617,479,87,Dodge Ram Pickup 3500 Quad Cab 2009,0
04246.jpg,66,141,739,427,66,Chevrolet Cobalt SS 2010,0
04247.jpg,45,40,644,283,8,Aston Martin V8 Vantage Convertible 2012,0
04248.jpg,18,1,442,225,124,HUMMER H3T Crew Cab 2010,0
04249.jpg,22,5,304,159,68,Chevrolet TrailBlazer SS 2009,0
04250.jpg,28,84,453,282,45,Bugatti Veyron 16.4 Convertible 2009,0
04251.jpg,95,161,558,420,139,Hyundai Elantra Touring Hatchback 2012,0
04252.jpg,62,145,450,422,7,Acura ZDX Hatchback 2012,0
04253.jpg,53,136,557,350,171,Nissan 240SX Coupe 1998,0
04254.jpg,8,63,496,281,159,Mazda Tribute SUV 2011,0
04255.jpg,169,129,414,278,99,FIAT 500 Abarth 2012,0
04256.jpg,7,10,385,353,100,FIAT 500 Convertible 2012,0
04257.jpg,83,185,577,441,132,Hyundai Tucson SUV 2012,0
04258.jpg,14,16,609,461,76,Chrysler Aspen SUV 2009,0
04259.jpg,61,84,974,548,73,Chevrolet Malibu Sedan 2007,0
04260.jpg,36,52,372,218,78,Chrysler Town and Country Minivan 2012,0
04261.jpg,79,131,275,317,100,FIAT 500 Convertible 2012,0
04262.jpg,25,33,483,243,105,Fisker Karma Sedan 2012,0
04263.jpg,41,175,614,399,192,Volkswagen Beetle Hatchback 2012,0
04264.jpg,44,71,594,416,58,Chevrolet Traverse SUV 2012,0
04265.jpg,11,86,615,416,150,Lamborghini Reventon Coupe 2008,0
04266.jpg,23,161,619,458,30,BMW 3 Series Wagon 2012,0
04267.jpg,75,179,564,441,61,Chevrolet Impala Sedan 2007,0
04268.jpg,62,13,666,501,65,Chevrolet Avalanche Crew Cab 2012,0
04269.jpg,39,48,275,180,25,Audi TT RS Coupe 2012,0
04270.jpg,133,51,1081,872,78,Chrysler Town and Country Minivan 2012,0
04271.jpg,8,30,500,325,56,Chevrolet Corvette ZR1 2012,0
04272.jpg,47,113,749,426,189,Toyota 4Runner SUV 2012,0
04273.jpg,61,66,999,696,146,Jeep Wrangler SUV 2012,0
04274.jpg,114,84,967,684,132,Hyundai Tucson SUV 2012,0
04275.jpg,221,577,1736,1340,79,Chrysler 300 SRT-8 2010,0
04276.jpg,34,90,474,240,179,Spyker C8 Convertible 2009,0
04277.jpg,11,30,402,191,186,Toyota Sequoia SUV 2012,0
04278.jpg,177,377,1929,1070,113,Ford F-150 Regular Cab 2012,0
04279.jpg,1,39,243,135,161,Mercedes-Benz 300-Class Convertible 1993,0
04280.jpg,37,72,471,224,59,Chevrolet Camaro Convertible 2012,0
04281.jpg,72,46,261,140,163,Mercedes-Benz SL-Class Coupe 2009,0
04282.jpg,346,229,1567,883,173,Porsche Panamera Sedan 2012,0
04283.jpg,41,28,660,350,96,Dodge Charger Sedan 2012,0
04284.jpg,1,63,619,411,171,Nissan 240SX Coupe 1998,0
04285.jpg,6,30,253,152,72,Chevrolet Monte Carlo Coupe 2007,0
04286.jpg,115,89,591,416,172,Plymouth Neon Coupe 1999,0
04287.jpg,24,41,398,276,160,McLaren MP4-12C Coupe 2012,0
04288.jpg,76,72,926,690,182,Suzuki Kizashi Sedan 2012,0
04289.jpg,48,41,353,241,51,Cadillac CTS-V Sedan 2012,0
04290.jpg,152,140,443,355,117,Ford Fiesta Sedan 2012,0
04291.jpg,29,64,215,173,111,Ford Ranger SuperCab 2011,0
04292.jpg,33,72,540,322,11,Aston Martin Virage Coupe 2012,0
04293.jpg,74,45,996,627,106,Ford F-450 Super Duty Crew Cab 2012,0
04294.jpg,1,8,852,525,36,BMW M6 Convertible 2010,0
04295.jpg,74,224,448,368,153,Lamborghini Diablo Coupe 2001,0
04296.jpg,183,255,963,671,101,Ferrari FF Coupe 2012,0
04297.jpg,231,328,1691,1124,98,Eagle Talon Hatchback 1998,0
04298.jpg,67,152,573,464,155,Land Rover LR2 SUV 2012,0
04299.jpg,12,1,599,385,169,Nissan NV Passenger Van 2012,0
04300.jpg,16,29,241,155,76,Chrysler Aspen SUV 2009,0
04301.jpg,44,18,229,135,157,MINI Cooper Roadster Convertible 2012,0
04302.jpg,42,195,834,429,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,0
04303.jpg,192,581,3976,1791,164,Mercedes-Benz E-Class Sedan 2012,0
04304.jpg,87,54,581,391,172,Plymouth Neon Coupe 1999,0
04305.jpg,23,130,622,441,118,GMC Terrain SUV 2012,0
04306.jpg,1,16,120,94,174,Ram C/V Cargo Van Minivan 2012,0
04307.jpg,6,34,242,124,69,Chevrolet Silverado 2500HD Regular Cab 2012,0
04308.jpg,91,90,874,495,9,Aston Martin V8 Vantage Coupe 2012,0
04309.jpg,16,106,584,379,79,Chrysler 300 SRT-8 2010,0
04310.jpg,29,143,614,423,58,Chevrolet Traverse SUV 2012,0
04311.jpg,27,115,594,391,117,Ford Fiesta Sedan 2012,0
04312.jpg,3,5,485,210,16,Audi V8 Sedan 1994,0
04313.jpg,27,64,250,177,21,Audi S5 Convertible 2012,0
04314.jpg,13,9,294,181,186,Toyota Sequoia SUV 2012,0
04315.jpg,6,62,381,277,161,Mercedes-Benz 300-Class Convertible 1993,0
04316.jpg,74,87,579,262,49,Buick Verano Sedan 2012,0
04317.jpg,53,339,963,744,107,Ford Mustang Convertible 2007,0
04318.jpg,21,15,363,255,86,Dodge Ram Pickup 3500 Crew Cab 2010,0
04319.jpg,15,23,292,163,165,Mercedes-Benz S-Class Sedan 2012,0
04320.jpg,109,14,909,715,154,Land Rover Range Rover SUV 2012,0
04321.jpg,98,15,630,294,63,Chevrolet Sonic Sedan 2012,0
04322.jpg,35,43,445,314,110,Ford Edge SUV 2012,0
04323.jpg,10,13,190,91,31,BMW 6 Series Convertible 2007,0
04324.jpg,24,3,239,179,121,GMC Acadia SUV 2012,0
04325.jpg,26,12,457,272,186,Toyota Sequoia SUV 2012,0
04326.jpg,108,207,897,596,63,Chevrolet Sonic Sedan 2012,0
04327.jpg,59,37,600,369,146,Jeep Wrangler SUV 2012,0
04328.jpg,2,13,221,112,42,Bentley Continental GT Coupe 2012,0
04329.jpg,127,170,476,337,100,FIAT 500 Convertible 2012,0
04330.jpg,72,85,986,646,65,Chevrolet Avalanche Crew Cab 2012,0
04331.jpg,14,126,500,296,98,Eagle Talon Hatchback 1998,0
04332.jpg,64,151,768,405,182,Suzuki Kizashi Sedan 2012,0
04333.jpg,71,37,312,134,180,Spyker C8 Coupe 2009,0
04334.jpg,137,272,654,773,45,Bugatti Veyron 16.4 Convertible 2009,0
04335.jpg,47,58,552,412,185,Tesla Model S Sedan 2012,0
04336.jpg,61,30,969,767,146,Jeep Wrangler SUV 2012,0
04337.jpg,24,73,600,338,141,Infiniti G Coupe IPL 2012,0
04338.jpg,33,67,404,283,5,Acura TSX Sedan 2012,0
04339.jpg,69,206,769,511,36,BMW M6 Convertible 2010,0
04340.jpg,6,46,255,156,91,Dodge Dakota Club Cab 2007,0
04341.jpg,48,34,400,243,91,Dodge Dakota Club Cab 2007,0
04342.jpg,15,39,199,124,108,Ford Freestar Minivan 2007,0
04343.jpg,143,310,915,656,112,Ford GT Coupe 2006,0
04344.jpg,58,124,478,290,188,Toyota Corolla Sedan 2012,0
04345.jpg,172,256,1450,1075,53,Cadillac Escalade EXT Crew Cab 2007,0
04346.jpg,68,95,974,629,79,Chrysler 300 SRT-8 2010,0
04347.jpg,58,94,467,293,162,Mercedes-Benz C-Class Sedan 2012,0
04348.jpg,11,41,615,416,52,Cadillac SRX SUV 2012,0
04349.jpg,33,182,617,386,4,Acura TL Type-S 2008,0
04350.jpg,27,45,628,441,67,Chevrolet Malibu Hybrid Sedan 2010,0
04351.jpg,200,239,1134,695,35,BMW M5 Sedan 2010,0
04352.jpg,179,127,472,333,97,Dodge Charger SRT-8 2009,0
04353.jpg,61,225,968,520,43,Bentley Continental GT Coupe 2007,0
04354.jpg,53,44,684,444,146,Jeep Wrangler SUV 2012,0
04355.jpg,135,253,1115,817,193,Volvo C30 Hatchback 2012,0
04356.jpg,125,134,477,309,52,Cadillac SRX SUV 2012,0
04357.jpg,340,11,1687,1062,25,Audi TT RS Coupe 2012,0
04358.jpg,37,63,267,215,195,Volvo XC90 SUV 2007,0
04359.jpg,66,68,599,306,19,Audi TT Hatchback 2011,0
04360.jpg,9,29,266,154,56,Chevrolet Corvette ZR1 2012,0
04361.jpg,19,40,210,150,196,smart fortwo Convertible 2012,0
04362.jpg,108,81,739,388,160,McLaren MP4-12C Coupe 2012,0
04363.jpg,38,178,603,371,173,Porsche Panamera Sedan 2012,0
04364.jpg,160,289,1009,947,183,Suzuki SX4 Hatchback 2012,0
04365.jpg,47,18,562,355,144,Jaguar XK XKR 2012,0
04366.jpg,96,69,584,303,49,Buick Verano Sedan 2012,0
04367.jpg,24,268,1022,567,105,Fisker Karma Sedan 2012,0
04368.jpg,42,91,636,444,72,Chevrolet Monte Carlo Coupe 2007,0
04369.jpg,108,37,682,555,124,HUMMER H3T Crew Cab 2010,0
04370.jpg,168,201,782,604,63,Chevrolet Sonic Sedan 2012,0
04371.jpg,103,126,561,414,149,Jeep Compass SUV 2012,0
04372.jpg,6,39,257,136,62,Chevrolet Tahoe Hybrid SUV 2012,0
04373.jpg,41,197,695,440,91,Dodge Dakota Club Cab 2007,0
04374.jpg,12,43,639,426,32,BMW X5 SUV 2007,0
04375.jpg,310,167,602,372,37,BMW X3 SUV 2012,0
04376.jpg,4,67,259,152,161,Mercedes-Benz 300-Class Convertible 1993,0
04377.jpg,17,109,626,438,77,Chrysler Sebring Convertible 2010,0
04378.jpg,80,73,706,438,144,Jaguar XK XKR 2012,0
04379.jpg,10,13,234,146,12,Audi RS 4 Convertible 2008,0
04380.jpg,7,91,463,296,17,Audi 100 Sedan 1994,0
04381.jpg,83,129,367,289,76,Chrysler Aspen SUV 2009,0
04382.jpg,42,80,727,420,168,Nissan Leaf Hatchback 2012,0
04383.jpg,1,6,500,240,159,Mazda Tribute SUV 2011,0
04384.jpg,17,55,285,166,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,0
04385.jpg,53,53,569,371,35,BMW M5 Sedan 2010,0
04386.jpg,37,38,540,245,10,Aston Martin Virage Convertible 2012,0
04387.jpg,35,17,607,437,122,GMC Canyon Extended Cab 2012,0
04388.jpg,41,155,619,416,180,Spyker C8 Coupe 2009,0
04389.jpg,25,28,377,249,85,Dodge Caravan Minivan 1997,0
04390.jpg,69,145,855,581,139,Hyundai Elantra Touring Hatchback 2012,0
04391.jpg,129,74,797,451,148,Jeep Grand Cherokee SUV 2012,0
04392.jpg,32,49,363,222,5,Acura TSX Sedan 2012,0
04393.jpg,139,60,745,465,95,Dodge Durango SUV 2007,0
04394.jpg,17,8,611,443,58,Chevrolet Traverse SUV 2012,0
04395.jpg,68,184,719,467,102,Ferrari California Convertible 2012,0
04396.jpg,59,15,753,465,8,Aston Martin V8 Vantage Convertible 2012,0
04397.jpg,23,24,307,203,111,Ford Ranger SuperCab 2011,0
04398.jpg,721,172,3678,1982,176,Rolls-Royce Ghost Sedan 2012,0
04399.jpg,89,83,219,142,39,Bentley Continental Supersports Conv. Convertible 2012,0
04400.jpg,40,104,587,363,129,Honda Accord Sedan 2012,0
04401.jpg,221,136,425,226,46,Bugatti Veyron 16.4 Coupe 2009,0
04402.jpg,7,88,239,188,100,FIAT 500 Convertible 2012,0
04403.jpg,1,58,300,187,160,McLaren MP4-12C Coupe 2012,0
04404.jpg,37,42,290,201,146,Jeep Wrangler SUV 2012,0
04405.jpg,113,69,500,333,77,Chrysler Sebring Convertible 2010,0
04406.jpg,39,231,486,374,151,Lamborghini Aventador Coupe 2012,0
04407.jpg,164,265,974,548,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,0
04408.jpg,27,135,626,398,75,Chevrolet Silverado 1500 Regular Cab 2012,0
04409.jpg,51,97,563,390,79,Chrysler 300 SRT-8 2010,0
04410.jpg,47,13,463,327,30,BMW 3 Series Wagon 2012,0
04411.jpg,4,70,500,273,160,McLaren MP4-12C Coupe 2012,0
04412.jpg,1,22,188,188,158,Maybach Landaulet Convertible 2012,0
04413.jpg,33,121,695,430,132,Hyundai Tucson SUV 2012,0
04414.jpg,8,48,249,163,65,Chevrolet Avalanche Crew Cab 2012,0
04415.jpg,39,51,546,383,154,Land Rover Range Rover SUV 2012,0
04416.jpg,60,67,582,398,188,Toyota Corolla Sedan 2012,0
04417.jpg,74,13,428,314,178,Scion xD Hatchback 2012,0
04418.jpg,56,38,605,415,161,Mercedes-Benz 300-Class Convertible 1993,0
04419.jpg,14,59,408,290,117,Ford Fiesta Sedan 2012,0
04420.jpg,52,105,432,327,90,Dodge Dakota Crew Cab 2010,0
04421.jpg,36,1,1005,767,154,Land Rover Range Rover SUV 2012,0
04422.jpg,61,97,967,690,146,Jeep Wrangler SUV 2012,0
04423.jpg,29,17,1163,715,162,Mercedes-Benz C-Class Sedan 2012,0
04424.jpg,247,284,892,538,134,Hyundai Sonata Hybrid Sedan 2012,0
04425.jpg,26,49,289,186,95,Dodge Durango SUV 2007,0
04426.jpg,48,13,499,345,142,Infiniti QX56 SUV 2011,0
04427.jpg,268,152,794,362,11,Aston Martin Virage Coupe 2012,0
04428.jpg,2,49,637,405,14,Audi TTS Coupe 2012,0
04429.jpg,108,72,902,412,79,Chrysler 300 SRT-8 2010,0
04430.jpg,19,156,619,327,102,Ferrari California Convertible 2012,0
04431.jpg,37,408,1552,946,87,Dodge Ram Pickup 3500 Quad Cab 2009,0
04432.jpg,114,134,1230,658,188,Toyota Corolla Sedan 2012,0
04433.jpg,116,324,733,602,144,Jaguar XK XKR 2012,0
04434.jpg,80,138,611,357,33,BMW X6 SUV 2012,0
04435.jpg,18,8,620,384,161,Mercedes-Benz 300-Class Convertible 1993,0
04436.jpg,76,4,828,600,182,Suzuki Kizashi Sedan 2012,0
04437.jpg,75,1,603,434,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,0
04438.jpg,135,197,627,436,118,GMC Terrain SUV 2012,0
04439.jpg,66,218,959,711,69,Chevrolet Silverado 2500HD Regular Cab 2012,0
04440.jpg,26,110,621,435,61,Chevrolet Impala Sedan 2007,0
04441.jpg,34,32,872,568,153,Lamborghini Diablo Coupe 2001,0
04442.jpg,4,18,293,207,83,Dodge Caliber Wagon 2012,0
04443.jpg,50,109,947,521,25,Audi TT RS Coupe 2012,0
04444.jpg,75,196,951,915,118,GMC Terrain SUV 2012,0
04445.jpg,81,44,449,273,195,Volvo XC90 SUV 2007,0
04446.jpg,147,157,741,407,104,Ferrari 458 Italia Coupe 2012,0
04447.jpg,5,118,551,293,17,Audi 100 Sedan 1994,0
04448.jpg,26,76,205,159,13,Audi A5 Coupe 2012,0
04449.jpg,35,134,781,431,43,Bentley Continental GT Coupe 2007,0
04450.jpg,9,27,275,157,165,Mercedes-Benz S-Class Sedan 2012,0
04451.jpg,61,407,905,647,160,McLaren MP4-12C Coupe 2012,0
04452.jpg,35,109,601,346,66,Chevrolet Cobalt SS 2010,0
04453.jpg,80,145,443,288,56,Chevrolet Corvette ZR1 2012,0
04454.jpg,61,95,571,326,102,Ferrari California Convertible 2012,0
04455.jpg,94,385,1399,1071,167,Mitsubishi Lancer Sedan 2012,0
04456.jpg,35,123,267,200,15,Audi R8 Coupe 2012,0
04457.jpg,1,74,632,429,169,Nissan NV Passenger Van 2012,0
04458.jpg,21,94,240,184,48,Buick Rainier SUV 2007,0
04459.jpg,46,28,564,370,176,Rolls-Royce Ghost Sedan 2012,0
04460.jpg,109,78,1172,787,130,Hyundai Veloster Hatchback 2012,0
04461.jpg,20,170,598,359,39,Bentley Continental Supersports Conv. Convertible 2012,0
04462.jpg,9,26,617,445,85,Dodge Caravan Minivan 1997,0
04463.jpg,90,139,524,395,58,Chevrolet Traverse SUV 2012,0
04464.jpg,33,104,725,352,102,Ferrari California Convertible 2012,0
04465.jpg,52,43,534,425,177,Rolls-Royce Phantom Sedan 2012,0
04466.jpg,17,41,235,146,143,Isuzu Ascender SUV 2008,0
04467.jpg,9,50,316,186,88,Dodge Sprinter Cargo Van 2009,0
04468.jpg,82,60,445,301,82,Daewoo Nubira Wagon 2002,0
04469.jpg,34,55,233,165,31,BMW 6 Series Convertible 2007,0
04470.jpg,19,49,283,191,5,Acura TSX Sedan 2012,0
04471.jpg,13,493,1944,1395,127,Honda Odyssey Minivan 2007,0
04472.jpg,110,159,352,249,31,BMW 6 Series Convertible 2007,0
04473.jpg,1,97,1015,696,111,Ford Ranger SuperCab 2011,0
04474.jpg,46,30,354,240,139,Hyundai Elantra Touring Hatchback 2012,0
04475.jpg,196,159,739,529,25,Audi TT RS Coupe 2012,0
04476.jpg,29,72,221,144,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,0
04477.jpg,27,134,479,291,93,Dodge Challenger SRT8 2011,0
04478.jpg,21,66,251,174,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0
04479.jpg,33,58,242,148,189,Toyota 4Runner SUV 2012,0
04480.jpg,199,329,1349,829,24,Audi S4 Sedan 2007,0
04481.jpg,33,73,545,377,125,HUMMER H2 SUT Crew Cab 2009,0
04482.jpg,22,88,479,312,4,Acura TL Type-S 2008,0
04483.jpg,136,2,760,379,119,GMC Savana Van 2012,0
04484.jpg,35,79,271,185,5,Acura TSX Sedan 2012,0
04485.jpg,21,39,268,156,97,Dodge Charger SRT-8 2009,0
04486.jpg,60,166,614,425,2,Acura RL Sedan 2012,0
04487.jpg,20,95,615,450,38,BMW Z4 Convertible 2012,0
04488.jpg,29,53,284,194,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,0
04489.jpg,26,109,611,384,82,Daewoo Nubira Wagon 2002,0
04490.jpg,20,69,629,402,173,Porsche Panamera Sedan 2012,0
04491.jpg,81,58,1550,1069,140,Hyundai Azera Sedan 2012,0
04492.jpg,13,76,488,283,141,Infiniti G Coupe IPL 2012,0
04493.jpg,18,27,332,206,8,Aston Martin V8 Vantage Convertible 2012,0
04494.jpg,128,115,506,358,9,Aston Martin V8 Vantage Coupe 2012,0
04495.jpg,39,74,233,180,8,Aston Martin V8 Vantage Convertible 2012,0
04496.jpg,154,313,949,513,112,Ford GT Coupe 2006,0
04497.jpg,63,105,396,353,12,Audi RS 4 Convertible 2008,0
04498.jpg,134,41,553,300,178,Scion xD Hatchback 2012,0
04499.jpg,141,47,500,218,132,Hyundai Tucson SUV 2012,0
04500.jpg,35,124,211,179,29,BMW 3 Series Sedan 2012,0
04501.jpg,29,24,467,335,186,Toyota Sequoia SUV 2012,0
04502.jpg,29,68,494,279,66,Chevrolet Cobalt SS 2010,0
04503.jpg,26,31,381,251,130,Hyundai Veloster Hatchback 2012,0
04504.jpg,31,113,411,295,122,GMC Canyon Extended Cab 2012,0
04505.jpg,10,4,348,165,28,BMW 1 Series Coupe 2012,0
04506.jpg,478,286,1534,979,63,Chevrolet Sonic Sedan 2012,0
04507.jpg,2,40,300,151,115,Ford Focus Sedan 2007,0
04508.jpg,187,132,453,346,135,Hyundai Elantra Sedan 2007,0
04509.jpg,105,52,356,210,9,Aston Martin V8 Vantage Coupe 2012,0
04510.jpg,107,109,444,255,9,Aston Martin V8 Vantage Coupe 2012,0
04511.jpg,107,261,893,610,4,Acura TL Type-S 2008,0
04512.jpg,23,91,620,373,77,Chrysler Sebring Convertible 2010,0
04513.jpg,21,31,382,228,110,Ford Edge SUV 2012,0
04514.jpg,65,111,402,396,191,Volkswagen Golf Hatchback 1991,0
04515.jpg,6,42,493,296,154,Land Rover Range Rover SUV 2012,0
04516.jpg,257,42,585,223,159,Mazda Tribute SUV 2011,0
04517.jpg,4,80,247,156,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,0
04518.jpg,42,85,379,291,121,GMC Acadia SUV 2012,0
04519.jpg,42,39,254,143,39,Bentley Continental Supersports Conv. Convertible 2012,0
04520.jpg,78,24,621,265,126,Honda Odyssey Minivan 2012,0
04521.jpg,217,565,1366,979,112,Ford GT Coupe 2006,0
04522.jpg,33,81,580,333,97,Dodge Charger SRT-8 2009,0
04523.jpg,49,45,597,338,104,Ferrari 458 Italia Coupe 2012,0
04524.jpg,24,64,278,223,142,Infiniti QX56 SUV 2011,0
04525.jpg,2,5,395,198,82,Daewoo Nubira Wagon 2002,0
04526.jpg,103,74,937,557,191,Volkswagen Golf Hatchback 1991,0
04527.jpg,232,295,947,636,37,BMW X3 SUV 2012,0
04528.jpg,14,27,391,171,98,Eagle Talon Hatchback 1998,0
04529.jpg,17,66,632,363,165,Mercedes-Benz S-Class Sedan 2012,0
04530.jpg,4,23,393,268,139,Hyundai Elantra Touring Hatchback 2012,0
04531.jpg,27,103,753,361,43,Bentley Continental GT Coupe 2007,0
04532.jpg,99,176,536,376,142,Infiniti QX56 SUV 2011,0
04533.jpg,51,377,971,644,12,Audi RS 4 Convertible 2008,0
04534.jpg,27,73,555,330,195,Volvo XC90 SUV 2007,0
04535.jpg,21,46,602,370,135,Hyundai Elantra Sedan 2007,0
04536.jpg,111,77,439,332,117,Ford Fiesta Sedan 2012,0
04537.jpg,160,203,1363,810,14,Audi TTS Coupe 2012,0
04538.jpg,28,165,1005,551,194,Volvo 240 Sedan 1993,0
04539.jpg,18,118,325,221,72,Chevrolet Monte Carlo Coupe 2007,0
04540.jpg,307,278,1279,892,144,Jaguar XK XKR 2012,0
04541.jpg,182,124,477,325,96,Dodge Charger Sedan 2012,0
04542.jpg,10,48,483,295,171,Nissan 240SX Coupe 1998,0
04543.jpg,456,363,1433,905,96,Dodge Charger Sedan 2012,0
04544.jpg,18,18,328,190,1,AM General Hummer SUV 2000,0
04545.jpg,95,98,1132,589,102,Ferrari California Convertible 2012,0
04546.jpg,369,251,945,529,192,Volkswagen Beetle Hatchback 2012,0
04547.jpg,28,67,240,233,30,BMW 3 Series Wagon 2012,0
04548.jpg,68,66,264,174,27,BMW 1 Series Convertible 2012,0
04549.jpg,37,143,559,309,17,Audi 100 Sedan 1994,0
04550.jpg,15,85,289,190,51,Cadillac CTS-V Sedan 2012,0
04551.jpg,27,19,727,298,28,BMW 1 Series Coupe 2012,0
